0	 0	 0
1	 0	 0
2	 0	 0
3	 0	 0
4	 0	 0
5	 0	 0
6	 0	 0
7	 0	 0
8	 0	 0
9	 0	 0
10	 0	 0
11	 0	 0
12	 0	 0
13	 0	 0
14	 0	 0
15	 0	 0
16	 0	 0
17	 0	 0
18	 0	 0
19	 0	 0
20	 0	 0
21	 0	 0
22	 0	 0
23	 0	 0
24	 0	 0
25	 0	 0
26	 0	 0
27	 0	 0
28	 0	 0
29	 0	 0
30	 0	 0
31	 0	 0
32	 0	 0
33	 0	 0
34	 0	 0
35	 0	 0
36	 0	 0
37	 0	 0
38	 0	 0
39	 0	 0
40	 0	 0
41	 0	 0
42	 0	 0
43	 0	 0
44	 0	 0
45	 0	 0
46	 0	 0
47	 0	 0
48	 0	 0
49	 0	 0
50	 0	 0
51	 0	 0
52	 0	 0
53	 0	 0
54	 0	 0
55	 0	 0
56	 0	 0
57	 0	 0
58	 0	 0
59	 0	 0
60	 0	 0
61	 0	 0
62	 0	 0
63	 0	 0
64	 0	 0
65	 0	 0
66	 0	 0
67	 0	 0
68	 0	 0
69	 0	 0
70	 0	 0
71	 0	 0
72	 0	 0
73	 0	 0
74	 0	 0
75	 0	 0
76	 0	 0
77	 0	 0
78	 0	 0
79	 0	 0
80	 0	 0
81	 0	 0
82	 0	 0
83	 0	 0
84	 0	 0
85	 0	 0
86	 0	 0
87	 0	 0
88	 0	 0
89	 0	 0
90	 0	 0
91	 0	 0
92	 0	 0
93	 0	 0
94	 0	 0
95	 0	 0
96	 0	 0
97	 0	 0
98	 0	 0
99	 0	 0
100	 0	 0
101	 0	 0
102	 0	 0
103	 0	 0
104	 0	 0
105	 0	 0
106	 0	 0
107	 0	 0
108	 0	 0
109	 0	 0
110	 0	 0
111	 0	 0
112	 0	 0
113	 0	 0
114	 0	 0
115	 0	 0
116	 0	 0
117	 0	 0
118	 0	 0
119	 0	 0
120	 0	 0
121	 0	 0
122	 0	 0
123	 0	 0
124	 0	 0
125	 0	 0
126	 0	 0
127	 0	 0
128	 0	 0
129	 0	 1
0	 1	 0
1	 1	 0.000131505
2	 1	 0.00026301
3	 1	 0.000394515
4	 1	 0.000526021
5	 1	 0.000657527
6	 1	 0.000789034
7	 1	 0.000920544
8	 1	 0.00105206
9	 1	 0.00118358
10	 1	 0.0013151
11	 1	 0.00144664
12	 1	 0.0015782
13	 1	 0.00170977
14	 1	 0.00184137
15	 1	 0.00197299
16	 1	 0.00210466
17	 1	 0.00223637
18	 1	 0.00236814
19	 1	 0.00249997
20	 1	 0.00263188
21	 1	 0.00276388
22	 1	 0.00289598
23	 1	 0.00302821
24	 1	 0.00316057
25	 1	 0.00329308
26	 1	 0.00342578
27	 1	 0.00355867
28	 1	 0.00369178
29	 1	 0.00382514
30	 1	 0.00395878
31	 1	 0.00409272
32	 1	 0.004227
33	 1	 0.00436166
34	 1	 0.00449672
35	 1	 0.00463224
36	 1	 0.00476824
37	 1	 0.00490478
38	 1	 0.0050419
39	 1	 0.00517966
40	 1	 0.0053181
41	 1	 0.00545728
42	 1	 0.00559726
43	 1	 0.00573811
44	 1	 0.0058799
45	 1	 0.00602269
46	 1	 0.00616655
47	 1	 0.00631157
48	 1	 0.00645784
49	 1	 0.00660543
50	 1	 0.00675445
51	 1	 0.00690499
52	 1	 0.00705715
53	 1	 0.00721105
54	 1	 0.0073668
55	 1	 0.00752452
56	 1	 0.00768435
57	 1	 0.00784642
58	 1	 0.00801087
59	 1	 0.00817786
60	 1	 0.00834755
61	 1	 0.00852011
62	 1	 0.00869573
63	 1	 0.00887459
64	 1	 0.00905691
65	 1	 0.00924289
66	 1	 0.00943277
67	 1	 0.0096268
68	 1	 0.00982522
69	 1	 0.0100283
70	 1	 0.0102364
71	 1	 0.0104498
72	 1	 0.0106688
73	 1	 0.0108939
74	 1	 0.0111253
75	 1	 0.0113635
76	 1	 0.0116089
77	 1	 0.0118621
78	 1	 0.0121235
79	 1	 0.0123937
80	 1	 0.0126733
81	 1	 0.012963
82	 1	 0.0132634
83	 1	 0.0135753
84	 1	 0.0138996
85	 1	 0.0142372
86	 1	 0.014589
87	 1	 0.0149561
88	 1	 0.0153398
89	 1	 0.0157413
90	 1	 0.016162
91	 1	 0.0166036
92	 1	 0.0170679
93	 1	 0.0175566
94	 1	 0.0180721
95	 1	 0.0186168
96	 1	 0.0191933
97	 1	 0.0198047
98	 1	 0.0204546
99	 1	 0.0211467
100	 1	 0.0218855
101	 1	 0.0226761
102	 1	 0.0235244
103	 1	 0.024437
104	 1	 0.0254217
105	 1	 0.0264876
106	 1	 0.0276454
107	 1	 0.0289077
108	 1	 0.0302894
109	 1	 0.0318085
110	 1	 0.0334869
111	 1	 0.0353511
112	 1	 0.037434
113	 1	 0.0397766
114	 1	 0.042431
115	 1	 0.045464
116	 1	 0.048963
117	 1	 0.0530445
118	 1	 0.0578674
119	 1	 0.0636538
120	 1	 0.0707245
121	 1	 0.0795598
122	 1	 0.0909122
123	 1	 0.106029
124	 1	 0.127125
125	 1	 0.158495
126	 1	 0.209389
127	 1	 0.302347
128	 1	 0.5
129	 1	 1
0	 2	 0
1	 2	 0.00026301
2	 2	 0.00052602
3	 2	 0.00078903
4	 2	 0.00105204
5	 2	 0.00131505
6	 2	 0.00157807
7	 2	 0.00184108
8	 2	 0.00210411
9	 2	 0.00236715
10	 2	 0.0026302
11	 2	 0.00289327
12	 2	 0.00315637
13	 2	 0.00341951
14	 2	 0.0036827
15	 2	 0.00394595
16	 2	 0.00420928
17	 2	 0.00447269
18	 2	 0.00473621
19	 2	 0.00499987
20	 2	 0.00526367
21	 2	 0.00552766
22	 2	 0.00579185
23	 2	 0.00605628
24	 2	 0.00632098
25	 2	 0.00658599
26	 2	 0.00685135
27	 2	 0.00711711
28	 2	 0.00738331
29	 2	 0.00765001
30	 2	 0.00791725
31	 2	 0.00818511
32	 2	 0.00845364
33	 2	 0.00872291
34	 2	 0.008993
35	 2	 0.00926398
36	 2	 0.00953595
37	 2	 0.00980898
38	 2	 0.0100832
39	 2	 0.0103586
40	 2	 0.0106355
41	 2	 0.0109138
42	 2	 0.0111937
43	 2	 0.0114753
44	 2	 0.0117588
45	 2	 0.0120443
46	 2	 0.0123319
47	 2	 0.0126219
48	 2	 0.0129143
49	 2	 0.0132094
50	 2	 0.0135074
51	 2	 0.0138083
52	 2	 0.0141126
53	 2	 0.0144202
54	 2	 0.0147316
55	 2	 0.0150469
56	 2	 0.0153665
57	 2	 0.0156904
58	 2	 0.0160192
59	 2	 0.016353
60	 2	 0.0166922
61	 2	 0.0170372
62	 2	 0.0173882
63	 2	 0.0177457
64	 2	 0.0181101
65	 2	 0.0184819
66	 2	 0.0188614
67	 2	 0.0192492
68	 2	 0.0196458
69	 2	 0.0200517
70	 2	 0.0204676
71	 2	 0.020894
